Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,latitude,longitude,distance,BABIP,BABIP_average,HOU_score,HOU_AvgPoint
13621,2005-07-25,HOU,PHI,False,7,1,HOU03,Minute Maid Park,Houston,TX,36,6,0,0,1,17,9,3,0,36,4,0,0,5,21,4,1,1,29.7604,-95.3698,1961.0920236343343,-0.04,0.16539774524547113,7,7.0
13723,2005-08-02,ARI,HOU,False,1,3,PHO01,Chase Field,Phoenix,AZ,38,6,2,0,1,15,11,3,0,33,3,2,0,1,18,8,1,0,33.4484,-112.074,1632.1668815292296,0.30434782608695654,0.32783816425120776,3,3.0
13773,2005-08-05,SFN,HOU,False,4,0,SFO03,Oracle Park,San Francisco,CA,31,3,0,0,0,19,6,3,0,34,6,1,0,1,15,8,2,1,37.7749,-122.4194,1050.816110545888,0.13636363636363635,0.17429226475279105,0,0.0
13825,2005-08-09,HOU,WAS,False,5,6,HOU03,Minute Maid Park,Houston,TX,40,3,1,0,4,19,7,6,0,41,5,1,1,2,22,4,6,0,29.7604,-95.3698,2643.0458529405155,0.1724137931034483,0.27404535144588194,5,5.0
14000,2005-08-22,SDN,HOU,False,2,6,SAN02,Petco Park,San Diego,CA,40,6,4,1,1,20,6,1,1,38,4,1,0,0,22,5,4,2,32.7157,-117.1611,2093.8537196175917,0.3225806451612903,0.237240305551501,6,6.0
14053,2005-08-26,LAN,HOU,False,1,2,LOS03,Dodger Stadium,Los Angeles,CA,36,7,0,0,1,20,5,3,0,34,6,0,0,1,15,10,2,0,34.0522,-118.2437,179.41042505730124,0.2222222222222222,0.25997150997151,2,2.0
14109,2005-08-30,HOU,CIN,False,5,2,HOU03,Minute Maid Park,Houston,TX,35,4,1,0,0,17,9,4,0,35,7,1,0,1,20,4,2,0,29.7604,-95.3698,2206.264028358936,0.25,0.2072189284145806,5,5.0
14193,2005-09-05,PHI,HOU,False,3,4,PHI13,Citizens Bank Park,Philadelphia,PA,37,5,0,0,1,18,10,2,1,38,7,2,0,0,20,7,2,0,39.9526,-75.1652,2156.2708671970017,0.17391304347826086,0.15911061563235476,4,4.0
14245,2005-09-09,MIL,HOU,False,7,4,MIL06,Miller Park,Milwaukee,WI,38,4,4,0,1,18,9,2,0,42,7,2,0,2,17,6,8,0,43.0389,-87.9065,1113.9540589760197,0.2692307692307692,0.2522974479496219,4,4.0
14286,2005-09-12,HOU,FLO,False,2,8,HOU03,Minute Maid Park,Houston,TX,40,6,1,0,4,22,4,3,0,36,5,2,0,1,22,4,1,1,29.7604,-95.3698,1618.8722925866018,0.20689655172413793,0.24043865822190943,2,2.0
14385,2005-09-19,PIT,HOU,False,7,0,PIT08,PNC Park,Pittsburgh,PA,36,4,0,0,0,22,6,4,0,43,9,4,1,1,18,7,1,2,40.4406,-79.9959,1829.8898379267123,0.15384615384615385,0.23736650367342968,0,0.0
14439,2005-09-23,CHN,HOU,True,5,4,CHI11,Wrigley Field,Chicago,IL,41,8,2,0,1,17,10,2,1,37,7,3,0,0,21,4,2,0,41.8781,-87.6298,658.5183404839091,0.3333333333333333,0.27250957854406127,4,4.0
14500,2005-09-27,SLN,HOU,False,1,3,STL09,Busch Stadium II,St. Louis,MO,38,6,0,0,2,22,5,2,1,34,6,2,0,0,17,8,1,0,38.627,-90.1994,422.1331192500267,0.14285714285714285,0.20476190476190476,3,3.0
14523,2005-09-29,HOU,CHN,False,2,3,HOU03,Minute Maid Park,Houston,TX,35,4,0,0,2,21,6,1,1,35,6,1,0,1,16,8,3,0,29.7604,-95.3698,1094.0998481890863,0.2608695652173913,0.19883355258500576,2,2.0
14707,2006-04-13,SFN,HOU,False,0,8,SFO03,Oracle Park,San Francisco,CA,45,9,3,0,2,17,9,5,0,36,5,2,1,0,23,2,3,0,37.7749,-122.4194,2643.0458529405155,0.3448275862068966,0.2835249042145594,8,8.0
14717,2006-04-14,ARI,HOU,False,5,1,PHO01,Chase Field,Phoenix,AZ,33,5,2,0,0,21,5,0,0,38,4,4,0,1,18,7,4,0,33.4484,-112.074,1050.816110545888,0.25,0.31168831168831174,1,1.0
14762,2006-04-17,HOU,MIL,False,8,7,HOU03,Minute Maid Park,Houston,TX,40,2,1,0,3,20,7,6,1,41,10,2,0,2,17,7,2,1,29.7604,-95.3698,1632.1668815292296,0.3448275862068966,0.24957053063882004,8,8.0
14904,2006-04-28,CIN,HOU,False,5,4,CIN09,Great American Ballpark,Cincinnati,OH,41,5,2,0,2,22,3,6,1,40,11,1,0,0,16,7,5,0,39.1031,-84.512,1436.8750340214951,0.1724137931034483,0.16395274584929756,4,4.0
14951,2006-05-01,MIL,HOU,False,4,2,MIL06,Miller Park,Milwaukee,WI,33,2,1,0,1,19,8,2,0,36,5,2,0,2,19,5,2,1,43.0389,-87.9065,521.9087934522723,0.09090909090909091,0.26420454545454547,2,2.0
14977,2006-05-03,HOU,SLN,False,5,4,HOU03,Minute Maid Park,Houston,TX,34,2,1,0,3,21,6,0,1,39,6,3,1,0,19,5,5,0,29.7604,-95.3698,1618.8722925866018,0.3448275862068966,0.27241379310344827,5,5.0
15006,2006-05-05,COL,HOU,False,5,4,DEN02,Coors Field,Denver,CO,36,5,3,0,0,15,12,1,0,38,5,3,0,0,24,2,4,0,39.7392,-104.9903,1413.6448443865136,0.34782608695652173,0.2863568215892054,4,4.0
15048,2006-05-08,SFN,HOU,False,7,5,SFO03,Oracle Park,San Francisco,CA,39,5,3,1,1,23,4,2,0,38,7,0,2,1,17,6,4,1,37.7749,-122.4194,1524.5033014131038,0.25,0.25,5,5.0
15059,2006-05-09,LAN,HOU,False,12,7,LOS03,Dodger Stadium,Los Angeles,CA,43,10,1,0,3,19,7,3,0,42,7,4,0,3,17,7,4,0,34.0522,-118.2437,559.1205770615534,0.26666666666666666,0.2228174603174603,7,7.0
15098,2006-05-12,HOU,COL,False,12,2,HOU03,Minute Maid Park,Houston,TX,40,5,2,0,1,19,7,5,1,39,9,2,1,3,17,6,1,0,29.7604,-95.3698,2206.264028358936,0.3103448275862069,0.2104409842242242,12,12.0
15236,2006-05-22,WAS,HOU,False,3,10,WAS10,Robert F. Kennedy Stadium,Washington,DC,51,9,3,0,1,18,9,9,2,34,3,0,0,1,14,11,5,0,38.9072,-77.0369,1961.0920236343343,0.36666666666666664,0.2544444444444444,10,10.0
15284,2006-05-26,PIT,HOU,False,12,5,PIT08,PNC Park,Pittsburgh,PA,41,9,0,0,2,17,9,4,0,42,9,4,0,3,11,12,3,0,40.4406,-79.9959,305.2694089073363,0.2692307692307692,0.29442195231668916,5,5.0
15331,2006-05-29,SLN,HOU,True,3,1,STL10,Busch Stadium III,St. Louis,MO,36,4,0,0,0,23,4,2,3,38,10,1,0,1,16,7,2,1,38.627,-90.1994,897.4133453756724,0.14814814814814814,0.2303928170594837,1,1.0
15377,2006-06-02,HOU,CIN,False,3,14,HOU03,Minute Maid Park,Houston,TX,49,7,6,0,2,18,9,7,0,38,6,0,0,2,22,5,3,0,29.7604,-95.3698,1094.0998481890863,0.14285714285714285,0.21415749585192242,3,3.0
15527,2006-06-13,CHN,HOU,False,2,9,CHI11,Wrigley Field,Chicago,IL,44,9,2,0,1,23,3,5,1,39,7,3,0,1,19,8,1,0,41.8781,-87.6298,1515.8051067847966,0.29411764705882354,0.30915032679738563,9,9.0
15571,2006-06-16,HOU,KCA,False,2,7,HOU03,Minute Maid Park,Houston,TX,42,9,4,1,0,21,5,1,1,32,5,2,0,0,20,5,0,0,29.7604,-95.3698,1515.8051067847966,0.25925925925925924,0.23426925576048382,2,2.0
15657,2006-06-23,CHA,HOU,False,7,4,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,37,4,2,0,2,21,5,3,0,37,3,4,1,1,17,6,5,0,41.8781,-87.6298,1515.8051067847966,0.14814814814814814,0.23882070054550675,4,4.0
15701,2006-06-26,DET,HOU,False,10,4,DET05,Comerica Park,Detroit,MI,39,7,3,0,1,15,11,2,0,39,7,6,0,1,18,5,2,0,42.3314,-83.0458,381.4657643929495,0.36,0.2739393939393939,4,4.0
15751,2006-06-30,TEX,HOU,False,3,1,ARL02,Rangers Ballpark in Arlington,Arlington,TX,33,2,2,0,0,22,5,2,0,32,4,4,0,1,16,5,2,0,32.7357,-97.1081,1631.9191889352535,0.15384615384615385,0.26613326613326616,1,1.0
15801,2006-07-03,HOU,CHN,False,7,2,HOU03,Minute Maid Park,Houston,TX,36,3,1,1,1,18,8,4,0,38,1,3,0,3,21,2,7,1,29.7604,-95.3698,369.79434587527106,0.04,0.20966732192538645,7,7.0
15899,2006-07-13,FLO,HOU,False,1,5,MIA01,Sun Life Stadium,Miami,FL,39,10,0,0,1,20,6,1,1,33,2,3,0,1,20,7,0,0,25.7617,-80.1918,1556.7944991212414,0.3,0.3029411764705882,5,5.0
15966,2006-07-18,CHN,HOU,False,4,2,CHI11,Wrigley Field,Chicago,IL,37,3,0,1,1,17,9,6,0,30,6,1,0,1,16,6,0,0,41.8781,-87.6298,1917.3098921292537,0.14285714285714285,0.16658456486042691,2,2.0
16009,2006-07-21,NYN,HOU,False,7,0,NYC17,Shea Stadium,New York,NY,31,3,1,0,0,22,4,1,0,34,3,3,0,2,17,7,2,0,40.7128,-74.006,1144.2912739463475,0.15384615384615385,0.2233789602210655,0,0.0
16062,2006-07-25,HOU,CIN,False,0,2,HOU03,Minute Maid Park,Houston,TX,35,5,3,0,0,20,5,2,0,34,4,2,0,0,19,7,1,1,29.7604,-95.3698,2281.3448196669424,0.24,0.27742427865455127,0,0.0
16159,2006-08-01,SDN,HOU,False,0,1,SAN02,Petco Park,San Diego,CA,35,5,2,0,0,22,5,1,0,35,3,2,0,0,14,13,3,0,32.7157,-117.1611,2093.8537196175917,0.2413793103448276,0.19897828863346104,1,1.0
16195,2006-08-04,ARI,HOU,False,7,8,PHO01,Chase Field,Phoenix,AZ,50,9,1,0,4,18,7,11,0,46,11,4,0,1,19,6,5,0,33.4484,-112.074,480.8589832027721,0.21428571428571427,0.26594669698117973,8,8.0
16252,2006-08-08,HOU,PIT,False,3,1,HOU03,Minute Maid Park,Houston,TX,36,3,1,0,0,19,8,5,0,34,3,2,0,1,14,9,5,0,29.7604,-95.3698,1632.1668815292296,0.21052631578947367,0.21752363853101825,3,3.0
16377,2006-08-17,MIL,HOU,False,3,7,MIL06,Miller Park,Milwaukee,WI,40,7,1,1,2,18,8,2,1,37,2,2,0,1,18,7,6,1,43.0389,-87.9065,1618.8722925866018,0.25925925925925924,0.23151244890375325,7,7.0
16435,2006-08-21,CIN,HOU,False,4,3,CIN09,Great American Ballpark,Cincinnati,OH,32,3,0,0,3,18,6,2,0,38,9,2,0,1,10,12,4,0,39.1031,-84.512,521.9087934522723,0.0,0.1366666666666667,3,3.0
16478,2006-08-24,PIT,HOU,False,5,3,PIT08,PNC Park,Pittsburgh,PA,38,5,1,0,1,23,3,5,0,34,10,1,0,0,11,10,1,1,40.4406,-79.9959,413.56383279700407,0.1724137931034483,0.27948689054165726,3,3.0
16541,2006-08-29,HOU,MIL,False,10,3,HOU03,Minute Maid Park,Houston,TX,34,2,3,0,0,17,11,1,0,39,6,0,0,3,20,3,4,3,29.7604,-95.3698,1829.8898379267123,0.11538461538461539,0.1511785316133142,10,10.0
16630,2006-09-04,PHI,HOU,True,3,2,PHI13,Citizens Bank Park,Philadelphia,PA,35,2,1,0,2,20,10,0,0,39,2,1,0,2,19,9,4,2,39.9526,-75.1652,2156.2708671970017,0.043478260869565216,0.17558528428093645,2,2.0
16681,2006-09-08,MIL,HOU,False,3,4,MIL06,Miller Park,Milwaukee,WI,38,4,3,0,2,18,9,2,0,34,3,2,0,1,14,12,1,1,43.0389,-87.9065,1113.9540589760197,0.2,0.1876984126984127,4,4.0
16722,2006-09-11,SLN,HOU,False,7,0,STL10,Busch Stadium III,St. Louis,MO,33,6,0,0,0,19,6,2,0,41,3,3,1,0,21,5,8,0,38.627,-90.1994,527.0871857228763,0.24,0.2670915032679739,0,0.0
16771,2006-09-15,HOU,PHI,False,3,4,HOU03,Minute Maid Park,Houston,TX,36,3,1,0,1,19,6,6,0,36,5,1,0,2,21,4,3,0,29.7604,-95.3698,1094.0998481890863,0.14814814814814814,0.2292329235877623,3,3.0
16912,2006-09-25,PHI,HOU,False,4,5,PHI13,Citizens Bank Park,Philadelphia,PA,44,6,1,0,1,16,11,8,1,39,7,0,0,1,21,6,4,0,39.9526,-75.1652,2156.2708671970017,0.2608695652173913,0.2608695652173913,5,5.0
16926,2006-09-26,PIT,HOU,False,4,7,PIT08,PNC Park,Pittsburgh,PA,45,12,0,0,0,23,5,5,0,41,6,4,0,2,22,4,2,1,40.4406,-79.9959,413.8117505919772,0.34285714285714286,0.22708032708032708,7,7.0
16965,2006-09-29,ATL,HOU,False,4,1,ATL02,Turner Field,Atlanta,GA,36,4,1,0,1,15,11,3,1,34,6,0,0,2,16,9,1,0,33.749,-84.388,839.5812274249121,0.2,0.2585858585858586,1,1.0
17005,2007-04-02,HOU,PIT,False,2,4,HOU03,Minute Maid Park,Houston,TX,41,5,1,0,3,24,6,2,0,36,5,3,0,1,24,1,1,1,29.7604,-95.3698,1128.2636558355653,0.21875,0.21215327483287252,2,2.0
17089,2007-04-09,CHN,HOU,True,3,5,CHI11,Wrigley Field,Chicago,IL,40,2,6,0,1,19,9,2,1,36,6,1,0,0,23,3,3,0,41.8781,-87.6298,1515.8051067847966,0.25925925925925924,0.2503192848020434,5,5.0
17139,2007-04-13,PHI,HOU,False,6,9,PHI13,Citizens Bank Park,Philadelphia,PA,41,1,3,0,4,16,9,8,0,44,11,0,0,0,15,10,7,1,39.9526,-75.1652,1068.002638656964,0.0,0.14285714285714285,9,9.0
17175,2007-04-16,HOU,FLO,False,4,3,HOU03,Minute Maid Park,Houston,TX,37,6,2,1,0,16,8,4,0,41,8,0,0,0,17,6,10,0,29.7604,-95.3698,2156.2708671970017,0.32,0.30814814814814817,4,4.0
17197,2007-04-18,CIN,HOU,False,2,7,CIN09,Great American Ballpark,Cincinnati,OH,38,4,3,0,1,16,10,3,1,34,3,0,0,2,21,5,3,0,39.1031,-84.512,1436.8750340214951,0.2608695652173913,0.2554347826086957,7,7.0
17228,2007-04-20,MIL,HOU,False,5,6,MIL06,Miller Park,Milwaukee,WI,39,6,2,0,1,20,7,3,0,43,5,1,0,2,22,3,9,1,43.0389,-87.9065,521.9087934522723,0.25,0.23015873015873015,6,6.0
17271,2007-04-23,PHI,HOU,False,11,4,PHI13,Citizens Bank Park,Philadelphia,PA,37,5,2,0,2,16,9,3,0,45,13,4,1,2,13,10,1,1,39.9526,-75.1652,1113.9540589760197,0.21739130434782608,0.21739130434782608,4,4.0
17285,2007-04-24,PIT,HOU,False,3,0,PIT08,PNC Park,Pittsburgh,PA,29,3,0,0,0,21,4,1,0,33,5,3,0,1,20,3,0,1,40.4406,-79.9959,413.8117505919772,0.125,0.24634502923976606,0,0.0
17320,2007-04-27,HOU,MIL,False,1,4,HOU03,Minute Maid Park,Houston,TX,40,5,3,0,1,15,10,6,0,35,5,1,0,0,21,4,3,1,29.7604,-95.3698,1829.8898379267123,0.2222222222222222,0.31297291915571485,1,1.0
17418,2007-05-04,SLN,HOU,False,3,2,STL10,Busch Stadium III,St. Louis,MO,37,6,3,0,0,18,7,3,0,32,3,2,0,0,24,0,3,0,38.627,-90.1994,1094.0998481890863,0.3333333333333333,0.3444444444444444,2,2.0
17458,2007-05-07,CIN,HOU,False,4,5,CIN09,Great American Ballpark,Cincinnati,OH,36,4,2,0,2,21,4,3,0,37,4,1,0,3,21,6,2,0,39.1031,-84.512,495.16523550417116,0.14814814814814814,0.20968470187220187,5,5.0
17508,2007-05-11,HOU,ARI,False,1,3,HOU03,Minute Maid Park,Houston,TX,36,2,4,0,2,20,4,4,0,34,3,3,0,0,16,10,1,1,29.7604,-95.3698,1436.8750340214951,0.2727272727272727,0.22163496574624342,1,1.0
17652,2007-05-21,SFN,HOU,False,4,0,SFO03,Oracle Park,San Francisco,CA,36,4,2,0,0,23,4,3,0,33,3,2,0,1,22,2,2,1,37.7749,-122.4194,2643.0458529405155,0.20689655172413793,0.17610837438423643,0,0.0
17687,2007-05-24,ARI,HOU,False,9,1,PHO01,Chase Field,Phoenix,AZ,35,6,3,0,0,16,8,1,1,36,6,3,2,1,14,7,1,2,33.4484,-112.074,1050.816110545888,0.36,0.2868582887700535,1,1.0
17755,2007-05-29,HOU,CIN,False,1,2,HOU03,Minute Maid Park,Houston,TX,34,5,1,0,1,14,10,3,0,31,2,1,1,0,16,9,2,0,29.7604,-95.3698,1632.1668815292296,0.2,0.22871101364522417,1,1.0
17850,2007-06-05,COL,HOU,False,1,4,DEN02,Coors Field,Denver,CO,35,2,3,0,1,19,6,3,1,35,1,3,3,0,18,9,1,0,39.7392,-104.9903,1413.6448443865136,0.16666666666666666,0.2260536398467433,4,4.0
17899,2007-06-08,CHA,HOU,False,2,5,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,41,5,3,0,1,20,7,5,0,36,4,1,0,1,20,6,3,1,41.8781,-87.6298,1477.703935422987,0.25,0.22179487179487178,5,5.0
17943,2007-06-12,HOU,OAK,False,5,4,HOU03,Minute Maid Park,Houston,TX,50,6,4,0,1,15,18,6,0,44,5,3,0,1,26,5,4,0,29.7604,-95.3698,1515.8051067847966,0.20588235294117646,0.33777397453234165,5,5.0
18033,2007-06-18,ANA,HOU,False,10,9,ANA01,Angel Stadium of Anaheim,Anaheim,CA,46,7,2,1,2,18,9,6,1,47,16,2,1,0,22,1,5,0,33.8366,-117.9143,2173.5297729941926,0.2857142857142857,0.33399014778325126,9,9.0
18085,2007-06-22,TEX,HOU,False,11,3,ARL02,Rangers Ballpark in Arlington,Arlington,TX,37,7,1,0,1,25,3,0,0,48,8,3,0,3,16,9,9,0,32.7357,-97.1081,1934.5636813873125,0.21212121212121213,0.23437073437073438,3,3.0
18120,2007-06-25,MIL,HOU,False,6,1,MIL06,Miller Park,Milwaukee,WI,37,5,0,0,1,17,10,4,0,37,3,4,0,2,18,6,4,0,43.0389,-87.9065,1399.6874137635562,0.18181818181818182,0.10722610722610722,1,1.0
18160,2007-06-28,HOU,COL,False,8,5,HOU03,Minute Maid Park,Houston,TX,46,8,2,1,3,21,9,2,0,49,12,1,0,3,24,6,2,1,29.7604,-95.3698,1618.8722925866018,0.2702702702702703,0.2493347654510475,8,8.0
18323,2007-07-13,CHN,HOU,True,6,0,CHI11,Wrigley Field,Chicago,IL,34,5,0,0,0,17,9,3,0,44,10,2,0,0,18,9,5,0,41.8781,-87.6298,1515.8051067847966,0.22727272727272727,0.2725391849529781,0,0.0
18373,2007-07-16,WAS,HOU,False,4,3,WAS10,Robert F. Kennedy Stadium,Washington,DC,37,9,0,0,1,21,5,1,0,31,6,0,0,1,20,4,0,0,38.9072,-77.0369,955.1837028546345,0.26666666666666666,0.2023809523809524,3,3.0
18426,2007-07-20,PIT,HOU,False,1,2,PIT08,PNC Park,Pittsburgh,PA,37,5,1,0,1,20,6,3,1,39,4,5,0,0,17,9,2,2,40.4406,-79.9959,305.2694089073363,0.19230769230769232,0.2264957264957265,2,2.0
18470,2007-07-23,HOU,LAN,False,2,10,HOU03,Minute Maid Park,Houston,TX,45,11,5,0,1,24,2,1,1,34,4,0,0,1,20,6,3,0,29.7604,-95.3698,1829.8898379267123,0.125,0.17482980775441687,2,2.0
18574,2007-07-31,ATL,HOU,False,12,4,ATL02,Turner Field,Atlanta,GA,35,3,2,0,1,21,6,2,0,42,10,1,0,4,21,4,2,0,33.749,-84.388,1128.2636558355653,0.15384615384615385,0.15354090354090355,4,4.0
18618,2007-08-03,FLO,HOU,False,2,8,MIA01,Sun Life Stadium,Miami,FL,40,5,5,0,1,15,10,4,0,36,4,2,0,1,19,7,1,2,25.7617,-80.1918,975.8830237545526,0.36,0.2639393939393939,8,8.0
18661,2007-08-06,HOU,CHN,False,2,1,HOU03,Minute Maid Park,Houston,TX,38,3,2,0,0,18,13,2,0,35,3,0,0,1,20,8,3,0,29.7604,-95.3698,1556.7944991212414,0.08695652173913043,0.2279790291565654,2,2.0
18755,2007-08-13,LAN,HOU,False,1,4,LOS03,Dodger Stadium,Los Angeles,CA,40,4,2,0,1,15,13,5,0,34,6,0,0,0,22,4,2,0,34.0522,-118.2437,2206.264028358936,0.23809523809523808,0.317002442002442,4,4.0
18811,2007-08-17,SDN,HOU,False,1,3,SAN02,Petco Park,San Diego,CA,37,6,0,0,2,15,11,2,1,38,7,1,1,0,20,7,1,1,32.7157,-117.1611,179.41042505730124,0.19047619047619047,0.19682539682539682,3,3.0
18855,2007-08-20,HOU,WAS,False,0,7,HOU03,Minute Maid Park,Houston,TX,45,8,4,0,2,16,11,4,0,35,7,0,0,0,22,2,4,0,29.7604,-95.3698,2093.8537196175917,0.2413793103448276,0.25450734872025627,0,0.0
19003,2007-08-31,CHN,HOU,True,1,6,CHI11,Wrigley Field,Chicago,IL,42,3,3,0,2,18,9,7,0,37,7,0,0,0,18,9,3,0,41.8781,-87.6298,1515.8051067847966,0.16666666666666666,0.14019323671497583,6,6.0
19052,2007-09-03,MIL,HOU,True,7,9,MIL06,Miller Park,Milwaukee,WI,42,4,2,2,1,19,5,9,0,43,11,3,1,0,20,4,4,0,43.0389,-87.9065,131.0556033889396,0.25925925925925924,0.2653302978140559,9,9.0
19100,2007-09-07,NYN,HOU,False,11,3,NYC17,Shea Stadium,New York,NY,42,11,1,0,1,21,5,2,1,44,5,4,1,2,17,7,8,0,40.7128,-74.006,1178.1038277848047,0.3333333333333333,0.2577386770935158,3,3.0
19154,2007-09-11,HOU,CHN,False,5,4,HOU03,Minute Maid Park,Houston,TX,52,8,1,0,1,23,8,10,1,42,5,3,2,0,22,9,1,0,29.7604,-95.3698,2281.3448196669424,0.3125,0.26544723794723796,5,5.0
19287,2007-09-20,SLN,HOU,False,1,18,STL10,Busch Stadium III,St. Louis,MO,57,17,5,0,1,23,3,6,2,33,5,3,0,0,22,3,0,0,38.627,-90.1994,1094.0998481890863,0.4666666666666667,0.31450332821300564,18,18.0
19344,2007-09-25,CIN,HOU,False,5,8,CIN09,Great American Ballpark,Cincinnati,OH,44,6,3,0,1,21,9,3,1,39,4,3,0,1,20,6,4,1,39.1031,-84.512,495.16523550417116,0.26666666666666666,0.25555555555555554,8,8.0
19389,2007-09-28,HOU,ATL,False,2,7,HOU03,Minute Maid Park,Houston,TX,44,2,7,0,1,16,12,6,0,36,5,2,0,0,21,5,3,0,29.7604,-95.3698,1436.8750340214951,0.25,0.2201449275362319,2,2.0
19442,2008-03-31,SDN,HOU,False,4,0,SAN02,Petco Park,San Diego,CA,34,3,1,0,0,22,4,4,0,40,11,3,0,0,15,8,3,0,32.7157,-117.1611,2093.8537196175917,0.15384615384615385,0.17472527472527472,0,0.0
19481,2008-04-04,CHN,HOU,True,3,4,CHI11,Wrigley Field,Chicago,IL,37,2,1,1,1,23,5,3,1,35,7,1,0,1,24,2,0,0,41.8781,-87.6298,2786.6669583621397,0.1111111111111111,0.22056878306878305,4,4.0
19528,2008-04-07,HOU,SLN,False,5,3,HOU03,Minute Maid Park,Houston,TX,34,4,2,0,0,19,7,2,0,32,5,0,0,4,14,7,2,0,29.7604,-95.3698,1515.8051067847966,0.05263157894736842,0.22008145363408524,5,5.0
19631,2008-04-15,PHI,HOU,False,4,3,PHI13,Citizens Bank Park,Philadelphia,PA,39,9,0,0,0,22,4,4,0,34,4,1,0,2,17,7,2,1,39.9526,-75.1652,2156.2708671970017,0.2903225806451613,0.18768328445747803,3,3.0
19675,2008-04-18,HOU,COL,False,5,11,HOU03,Minute Maid Park,Houston,TX,44,6,5,0,1,18,10,3,1,40,4,3,0,0,22,5,6,0,29.7604,-95.3698,2156.2708671970017,0.2413793103448276,0.2600839679415875,5,5.0
19741,2008-04-23,CIN,HOU,False,3,9,CIN09,Great American Ballpark,Cincinnati,OH,42,10,4,0,0,18,9,1,0,37,4,4,0,2,18,8,1,0,39.1031,-84.512,1436.8750340214951,0.4375,0.3394396551724138,9,9.0
19776,2008-04-25,SLN,HOU,False,2,3,STL10,Busch Stadium III,St. Louis,MO,33,3,1,1,1,23,3,1,0,40,6,0,0,0,20,6,8,0,38.627,-90.1994,495.16523550417116,0.14285714285714285,0.08580086580086581,3,3.0
19815,2008-04-28,ARI,HOU,False,5,3,PHO01,Chase Field,Phoenix,AZ,34,2,3,0,0,20,7,1,1,35,4,3,0,0,15,7,5,1,33.4484,-112.074,2043.754051675069,0.2,0.2775757575757576,3,3.0
19865,2008-05-02,HOU,MIL,False,7,4,HOU03,Minute Maid Park,Houston,TX,43,4,1,0,2,19,9,6,2,36,6,1,0,5,16,7,1,0,29.7604,-95.3698,1632.1668815292296,0.08695652173913043,0.2590543747977128,7,7.0
19957,2008-05-09,LAN,HOU,False,1,7,LOS03,Dodger Stadium,Los Angeles,CA,42,7,4,0,1,19,6,5,0,36,5,2,0,0,20,7,2,0,34.0522,-118.2437,2206.264028358936,0.3333333333333333,0.3222222222222222,7,7.0
20004,2008-05-12,SFN,HOU,False,3,7,SFO03,Oracle Park,San Francisco,CA,39,10,1,0,1,19,5,2,1,35,4,2,0,1,21,6,1,0,37.7749,-122.4194,559.1205770615534,0.3333333333333333,0.2644444444444444,7,7.0
20065,2008-05-16,TEX,HOU,False,16,8,ARL02,Rangers Ballpark in Arlington,Arlington,TX,39,7,5,0,0,22,4,1,0,51,8,1,2,6,24,3,7,0,32.7357,-97.1081,2357.6664695474415,0.35294117647058826,0.3365167906242957,8,8.0
20098,2008-05-19,HOU,CHN,False,2,7,HOU03,Minute Maid Park,Houston,TX,43,10,2,0,2,21,5,3,0,35,5,2,0,0,17,9,2,0,29.7604,-95.3698,369.79434587527106,0.2916666666666667,0.2904378954378955,2,2.0
20210,2008-05-27,SLN,HOU,False,2,8,STL10,Busch Stadium III,St. Louis,MO,44,10,1,0,1,22,4,5,1,34,4,2,0,2,18,8,0,0,38.627,-90.1994,1094.0998481890863,0.30303030303030304,0.15430163706025776,8,8.0
20246,2008-05-30,MIL,HOU,False,5,1,MIL06,Miller Park,Milwaukee,WI,38,5,2,0,0,19,8,4,0,35,4,2,0,3,17,7,1,1,43.0389,-87.9065,527.0871857228763,0.2692307692307692,0.22115384615384615,1,1.0
20304,2008-06-03,PIT,HOU,False,0,2,PIT08,PNC Park,Pittsburgh,PA,40,8,2,0,0,18,6,6,0,33,4,1,0,0,22,5,1,0,40.4406,-79.9959,716.7398565320761,0.35714285714285715,0.27619047619047615,2,2.0
20344,2008-06-06,HOU,SLN,False,6,1,HOU03,Minute Maid Park,Houston,TX,32,4,0,0,0,17,9,2,0,35,8,2,0,1,16,7,0,1,29.7604,-95.3698,1829.8898379267123,0.34615384615384615,0.2644199192870556,6,6.0
20495,2008-06-17,BAL,HOU,False,6,5,BAL12,Oriole Park at Camden Yards,Baltimore,MD,37,6,1,0,1,18,8,3,0,41,6,4,0,2,21,3,5,0,39.2904,-76.6122,2012.6562018328686,0.24,0.17593280282935456,5,5.0
20542,2008-06-20,TBA,HOU,False,3,4,STP01,Tropicana Field,St. Petersburg,FL,38,5,4,0,0,15,10,4,0,37,7,0,0,1,21,6,2,0,27.7676,-82.6403,1396.908308845135,0.375,0.19712475633528262,4,4.0
20581,2008-06-24,HOU,TEX,False,4,3,HOU03,Minute Maid Park,Houston,TX,37,4,2,0,1,17,8,5,0,35,3,4,0,1,21,1,5,0,29.7604,-95.3698,1259.7313892872085,0.21428571428571427,0.24607399661513782,4,4.0
